id,text,created_at,lang
1.34578E+18,"Tesco REKOMEN Promotion published on 4 January 2021
https://t.co/YfZHkXQBCv",2021-01-03T17:21:37.000Z,en
1.34578E+18,@Tesco @suziebarlow I’ve tweeted you four times re chicken and it has been ignored completely!,2021-01-03T17:21:34.000Z,en
1.34578E+18,"When did Sally, who earns £9.30 an hour stacking shelves at Tesco &amp; being exposed to thousands of customers a day, become less significant than Mrs Jones teaching 30, 5 year olds in a classroom.",2021-01-03T17:21:30.000Z,en
1.34578E+18,@Scott1984FP @LBC @Tesco @Conservatives @BootsUK @cooppharmacy Are you on drugs because I refuse to believe that a stable person would type out what you just typed.,2021-01-03T17:21:24.000Z,en
1.34578E+18,@gojokeigo should have went to tesco,2021-01-03T17:21:21.000Z,en
1.34578E+18,@Nigel_Farage I often have geopolitical discourse with Lou my local Tesco worker when I'm there asking her where the foreign food muck is.,2021-01-03T17:20:37.000Z,en
1.34578E+18,@LBCNews Who’s giving the jab? I hope it’s not the same staff of Tesco who can’t tell the difference between lettuce and a cabbage!,2021-01-03T17:20:37.000Z,en
1.34578E+18,"@bernerlap Yes, the only thing my local Tesco was out-of when I visited them earlier today was Bronze Fennel.

A drive-by to Waitrose fulfilled my need for finocchio, which are now roasting slowly in the bottom oven.",2021-01-03T17:20:30.000Z,en
1.34578E+18,"More lockdowns are only so much use when we work out how to enforce them. Shops in London (especially smaller @sainsburys and @Tesco) are still full of maskless shoppers, up close with poor ventilation. Companies refuse to enforce due to supposed ‘exemptions’. This should end. https://t.co/D6MHFTGhYp",2021-01-03T17:20:20.000Z,en
1.34578E+18,Offered : 6 foot Tesco Christmas tree (Bexhill TN39) https://t.co/s2VNnp4b9V https://t.co/jxkjntmSI7,2021-01-03T17:20:04.000Z,en
1.34578E+18,tesco struggle tweets account when,2021-01-03T17:19:57.000Z,en
1.34578E+18,"@Frank_A_Quiller Just done weekly shop. Massive London Tesco Superstore - fully stocked, nothing missing.",2021-01-03T17:19:54.000Z,en
1.34578E+18,"@milzeemiller @LBC Boots Yes,

@Tesco ,Fuck Off You @CONservatives Toxic Right/Far Right CONservativism Supporters :/

Its Not Fucking Dreadful Food Rollout :/

@BootsUk :/

@COOPPharmacy :)",2021-01-03T17:19:50.000Z,en
1.34578E+18,@dankthemanc It’s on offer in Tesco £18,2021-01-03T17:19:46.000Z,en
1.34578E+18,"@frankbrunoboxer @LFC @McDonalds @sainsburys @Tesco @AldiUK @MiltonKeynes_MK @bbc1radio @Channel4 @SkySports @MetroUK Left over beef sandwich 🥪 that’s what I fancy , home made bread 👍💜🙏",2021-01-03T17:19:44.000Z,en
1.34578E+18,"Boots Yes,

@Tesco ,Fuck Off You @CONservatives Toxic Right/Far Right CONservativism Supporters :/

Its Not Fucking Dreadful Food Rollout :/

@BootsUk :/

@COOPPharmacy :) https://t.co/gwIZdOJdpd",2021-01-03T17:19:38.000Z,en
1.34578E+18,omw to tesco,2021-01-03T17:19:38.000Z,nl
1.34578E+18,@Tesco sent thank you Jamie-Lee,2021-01-03T17:19:33.000Z,en
1.34578E+18,Does anyone work in like a Tesco or on Asda that can answer a really stupid question for me please,2021-01-03T17:19:10.000Z,en
1.34578E+18,"@LBC Boots Yes,

@Tesco ,Fuck Off You @CONservatives Toxic Right/Far Right CONservativism Supporters :/

Its Not Fucking Dreadful Food Rollout :/

@BootsUk :/

@COOPPharmacy :)",2021-01-03T17:19:05.000Z,en
1.34578E+18,"@darling_natasha @leedsforbritain @GammonUncle I'm glad you love your job. All the more reason not to whinge about Tesco staff getting ""bonuses"". Btw, not sure what ""you got serious issues"" means - I'm assuming u meant ""YOU'VE got serious issues""? Would have expected more from a science graduate ;)",2021-01-03T17:18:52.000Z,en
1.34578E+18,@mfairhurst2 @CorkillNigel No out Morrison’s is tiny love and yon side of town .. we go Tesco’s love ❤️ well hubby does x,2021-01-03T17:18:48.000Z,en
1.34578E+18,"@SkyNews With another lockdown looming, I just saw a man in Tesco with 4 cases of San Miguel, 5 paellas and 7 sombreros, I think Hispanic buying.",2021-01-03T17:18:45.000Z,en
1.34578E+18,"Aku dah makan sizzling yee mee ni at beberapa food court/ kedai makan, but still food court tesco puncak alam yang paling sedap 🥺😋🤤🤘🏻 https://t.co/6brVtZ7V1W",2021-01-03T17:18:42.000Z,in
1.34578E+18,@Hamster10949727 tesco net?,2021-01-03T17:17:59.000Z,pt
1.34578E+18,"@maurawrites I think the clothes banks at Maynooth Tesco accept clean fabric including towels, underwear etc. I donate new or gently worn bras to https://t.co/jJgl7Omw1e it's a really small charity based in Scotland but take a look at the site as they do fantastic work",2021-01-03T17:17:56.000Z,en
1.34578E+18,"@veganuary @HeinzUK @Tesco @Ocado Hooray! I am not vegan, but I am allergic to eggs! I have longed to use mayo in salads in summer and now I can. Whoop whoop! Thank you @HeinzUK !!!",2021-01-03T17:17:31.000Z,en
1.34578E+18,"Government announces major changes for supermarkets including Tesco, Asda, Morrisons and Aldi https://t.co/pKZcGf5GX5",2021-01-03T17:17:21.000Z,en
1.34578E+18,the tesco bag in the background really pulls the image together https://t.co/danto8eZnZ,2021-01-03T17:16:58.000Z,en
1.34578E+18,i have no energy to do anything this lockdown other than walk in woods and drive 2 tesco,2021-01-03T17:16:52.000Z,en
1.34578E+18,"Tea Tonight: Slim Cook, Chicken &amp; Prawn Paella (382 kcals) from @Tesco
Starting the 5:2 diet tomorrow and Tuesday and Friday will be my fasting days

#weightloss #weightlossjourney #healthylifestyle #healthy #health #diet #fitnessmotivation #healthyfood #weightlosstransformation https://t.co/x0VUarOxCz",2021-01-03T17:16:48.000Z,en
1.34578E+18,"Tesco and Boots have offered to help with the rollout of Covid-19 vaccines, as the Oxford-AstraZeneca jab begins to be rolled out on Monday
https://t.co/nNQcyPLERB",2021-01-03T17:16:29.000Z,en
1.34578E+18,"""Tesco supplied - watercress rocket spinach sala..."" in #Crewe #UnitedKingdom https://t.co/tpbFCbYMo5 #foodwaste #free",2021-01-03T17:16:26.000Z,en
1.34578E+18,"Tesco and Boots have offered to help with the rollout of Covid-19 vaccines, as the Oxford-AstraZeneca jab begins to be rolled out on Monday
https://t.co/YRh9Mh8GUC",2021-01-03T17:16:25.000Z,en
1.34578E+18,tesco seberang jaya !! https://t.co/1PjXnSQilP,2021-01-03T17:16:25.000Z,in
1.34578E+18,Pretty much feel like Tesco have bullied me into getting a Clubcard with these Clubcard prices,2021-01-03T17:16:00.000Z,en
1.34578E+18,@Henriet63798768 @Suttdom @SmithTarquin Thank you for your kind thoughts will take them on board as I march round Tesco 'mask free'. Promise Ill try not to cough on 'Doris' and co.😃,2021-01-03T17:15:58.000Z,en
1.34578E+18,"@fyldepete @SkyNewsBreak If there is no unusual risk, why are many other professions working from home? I coach outdoors, I'll be in but can be sympathetic of people who could become seriously ill for the sake of going to work where social distancing can't occur like it can in your example of Tesco.",2021-01-03T17:15:56.000Z,en
1.34578E+18,"@freckles681 @Wass2020 @pjryan51 @Cass28882597 @NicolaSturgeon My town consists of a Tesco, 3 perm closed pubs, a library that is closed, doctors surgery, 2 primary schools, an academy, way too many takeaways than needed and a train station. That's it. There is nowhere for anyone to go to. 

A one size fits all solution is useless.",2021-01-03T17:15:43.000Z,en
1.34578E+18,@BillHayden65 I am. I’m going to Tesco for milk and gravy for my mum and dad. And then I’m going to their house to eat roast pork. So there!,2021-01-03T17:15:31.000Z,en
1.34578E+18,"@mihaszek Podatek wchodzi, tesco wychodzi. Przypadek? Nie sądzę.",2021-01-03T17:15:11.000Z,pl
1.34578E+18,@kontrargumenta1 Ty to masz głowę do biznesu. Potem stoisz pod Tesco i odsprzedajesz :),2021-01-03T17:14:34.000Z,pl
1.34578E+18,"@druffrider Hi Dorian, Can you please send me more details regarding this? Which of our Tesco Extra Stores is this Car Wash beside? When was your visit? Thanks - Lauren https://t.co/py5Z991Bme",2021-01-03T17:14:17.000Z,en
1.34578E+18,@Tesco  i love you!!!!!! 💖💖💖💖💖💞💞💞💞💞💞💞💞💞,2021-01-03T17:14:04.000Z,en
1.34578E+18,@PinkIris13 @Suttdom @SmithTarquin Enjoy the murdering of your loved ones and Doris from Tesco’s.,2021-01-03T17:13:59.000Z,en
1.34578E+18,tesco kinnie 💞💞💖💖💖💖💖,2021-01-03T17:13:36.000Z,pl
1.34578E+18,"@Sam_Ringland_14 @SkyNewsBreak If Covid was real you wouldn’t see so called elites in media/Gov flaunting rules. Or TESCO/shop workers unaffected. They forgot about hazard bins for masks. No instructions on disposal of masks because it’s a hoax. No, just drop masks in the street. flu virus disappeared really!",2021-01-03T17:13:25.000Z,en
1.34578E+18,@HOMEWlTHLOU94 @L0UISMOON cant beat a midnight shop in tesco,2021-01-03T17:13:18.000Z,en
1.34578E+18,@SimonCDavidson @Jeardz__ tesco is deffo more tory than sainsbury’s,2021-01-03T17:13:01.000Z,en
1.34578E+18,"Government announces major changes for supermarkets including Tesco, Asda, Morrisons and Aldi https://t.co/QHWEpqknw5",2021-01-03T17:12:56.000Z,en
1.34578E+18,@Tesco Why do I need my clubcard number to log into you mobile app? I may as well just carry the clubcard...,2021-01-03T17:12:54.000Z,en
1.34578E+18,"@jhbrines @karen_knight1 Reduculous,  @Tesco express NEW YEARS EVE ! EASTER EGG STAND BY TILL OF CAUSE WITH MINI EGGS !😡😡😡😡😡",2021-01-03T17:12:38.000Z,en
1.34578E+18,@Tesco just been to your Cupar store. The car park is like an ice rink...literally. Spoke to a member of staff but they they particularly bothered. Someone is going to be seriously injured.,2021-01-03T17:12:33.000Z,en
1.34578E+18,@nessie2cool I couldnt find them when ordering these but I'm gonna pick some up in my Tesco shop next week to try 👀😍,2021-01-03T17:11:55.000Z,en
1.34578E+18,@Sillyshib My mother has reported the same in our local Tesco’s,2021-01-03T17:11:36.000Z,en
1.34578E+18,@NotSoSlummy A bit but only about the bits I cannot control like shopping and my sons pt job in Tesco,2021-01-03T17:11:32.000Z,en
1.34578E+18,"@calymeneAVFC @LeaveitFFS @Kieronocall M &amp; S, Waitrose, Sainsbury’s, Tesco’s - not sure about the bakeries though",2021-01-03T17:11:24.000Z,en
1.34578E+18,I feel it’s a bit early for Easter @Tesco... haven’t celebrated Christmas yet (Orthodox one is on 7th Jan) so really can’t get into Easter mood yet 🐣 🎄 🤷🏻‍♂️ https://t.co/pO65MZuTv7,2021-01-03T17:11:22.000Z,en
1.34578E+18,"@Sexyladi84Nicks They are my must have guilty pleasure! Quite hard to get, although I managed to find theming @Tesco this year! They were like gold dust last year!",2021-01-03T17:11:20.000Z,en
1.34578E+18,@L0UISMOON @HOMEWlTHLOU94 tesco is quite expansive,2021-01-03T17:11:16.000Z,pt
1.34578E+18,@4EvaEUropean I've been to tesco and aldi today. Both very well stocked but you be happy in your lying sad little world. Xx https://t.co/7Xr1pG3sZs,2021-01-03T17:11:15.000Z,en
1.34578E+18,"@Tesco does your shop in Gorton, Manchester have a good bank trolley I can donate a bag of food too? Thanks in advance",2021-01-03T17:10:53.000Z,en
1.34578E+18,@AnnieChave @ExeterBrewery Absolutely... though I do have a vested interest in that my job is to sell wine that largely ends up in restaurants and pubs... buy beer from breweries and find the local independent wine wholesalers who also have shops or sell online and buy from them not Tesco..,2021-01-03T17:10:53.000Z,en
1.34578E+18,Found this in Tesco and pretty sure it's a new release! I normally get the Chicago Town vegan pizza if opting for a lazy meal but looking forward to trying this! #Veganuary #Veganuary2021 https://t.co/ZpU2QyYLPT,2021-01-03T17:10:51.000Z,en
1.34578E+18,@L0UISMOON @HOMEWlTHLOU94 yeah tesco is a big food shop here it’s like target ig,2021-01-03T17:10:43.000Z,en
1.34578E+18,https://t.co/3Jc9TsXR6b,2021-01-03T17:10:17.000Z,und
1.34578E+18,11. ?? tf kind of question is this idk like tesco probably,2021-01-03T17:10:04.000Z,en
1.34578E+18,@macmillan_ross Tesco,2021-01-03T17:10:04.000Z,es
1.34578E+18,"@4EvaEUropean Asda, Morrisons, Waitrose and Tesco in Southend all stacked, people all calm just shopping away no stress, me thinks a fib here to rattle people, Shame on you!",2021-01-03T17:10:00.000Z,en
1.34578E+18,@jennyfuramy @Tesco Good to hear.,2021-01-03T17:10:00.000Z,en
1.34578E+18,@DRESSVOL6 @L0UISMOON IS IT ACTUALLY i thought everyone had a tesco,2021-01-03T17:09:42.000Z,en
1.34578E+18,"@darling_natasha @leedsforbritain @GammonUncle In fact, if you're on less than £10 per hour &amp; don't like the fact that Tesco paid their staff ""Covid"" bonuses, why not change jobs and work in a supermarket? Aldi pay £9.30 per hr btw.",2021-01-03T17:09:32.000Z,en
1.34578E+18,"Getting the private sector involved in #Covid19 vaccination is a must.....In the UK, Boots and Tesco to help with vaccine rollout - come on #Europe.... https://t.co/BfuwqOU5pV",2021-01-03T17:09:31.000Z,en
1.34578E+18,@HOMEWlTHLOU94 @L0UISMOON tesco is only in the uk,2021-01-03T17:09:22.000Z,en
1.34578E+18,@GuyDorrellEsq They had creme eggs in Tesco Bangor just after Christmas.,2021-01-03T17:09:07.000Z,en
1.34578E+18,"With lockdowns, the rich get richer and the poor get poorer. Footballers still allowed to live their life. Film industry and huge corporations such as Costa, McDonald's, Tesco all survive. That not weird?",2021-01-03T17:09:01.000Z,en
1.34578E+18,@I_am_Tesco It’s plenty,2021-01-03T17:09:00.000Z,en
1.34578E+18,@davethewhig @sanshee01 I also don’t use the shops hand sanitiser because it’s probably cheap rubbish also. As most shops have made cloth masks for their workers. Such as tesco. This isn’t suitable PPE,2021-01-03T17:08:48.000Z,en
1.34578E+18,"The offer from @tesco to help the vaccination effort using their nationwide refrigerated distribution network is likely more use than the one from @BrewDog where you get a free beer after your jab as long as you’re under 35, know the bar staff and like board games.",2021-01-03T17:08:26.000Z,en
1.34578E+18,@hugorifkind If he were in my local Tesco I'd direct him to the wrong aisle and take stuff out of his basket when he wasn't looking.,2021-01-03T17:08:04.000Z,en
1.34578E+18,@Mark_bingo_Read Yeh I know it’s difficult but it’s so unfair on the people that have made their businesses safer to visit than Asda or Tesco. Stole this couple of pics from a friend.....Stay safe buddy https://t.co/HYJX0r7KsH,2021-01-03T17:07:52.000Z,en
1.34578E+18,@mommybaeds ohhhh bru perasan. Ingt sbb tesco che tom td 😂😂😂 excited baca. Hat tesco dpn che tom tu dh tk sedap cm dulu. Keras plak. Kuah sikit ayam kecik 😭,2021-01-03T17:07:42.000Z,in
1.34578E+18,dunno what tesco this is https://t.co/ZtvEZiyTnh,2021-01-03T17:07:33.000Z,en
1.34578E+18,@DRESSVOL6 @HOMEWlTHLOU94 wtf is tesco,2021-01-03T17:07:33.000Z,en
1.34578E+18,"@Tesco where can I get hold of this @paladone green frog book light? My son had one for Christmas and the head no longer works so looking for a replacement. Can’t find It online anywhere sadly, it just says out of stock. Thanks! https://t.co/QieTIdC2IA",2021-01-03T17:07:32.000Z,en
1.34578E+18,@Tesco @tesconews Great to hear of your offering distribution and refrigeration support in the vaccine roll out Tesco 👍🌟,2021-01-03T17:07:30.000Z,en
1.34578E+18,sizzling food court tesco/giant 🤤 https://t.co/ZFEQZzny8I,2021-01-03T17:07:29.000Z,en
1.34578E+18,"@Tesco Hi, Can I go into a Tesco Express store and use my Tesco vouchers to buy other vouchers or do I have to use it on items?",2021-01-03T17:07:27.000Z,en
1.34578E+18,"Easiest way to know if there is a storm coming to Ireland
❌Check @MetEireann weather report
✅ Check if @Tesco bread aisle is empty https://t.co/9edl29CFM6",2021-01-03T17:07:07.000Z,en
1.34578E+18,Reminds me of when a restaurant on Deliveroo stole images from Tesco food 💀,2021-01-03T17:07:01.000Z,en
1.34578E+18,"@luvthirlwall Hi,
Tesco Express will not be able to deal with this. It is best to go back to the same store.
Shakilah",2021-01-03T17:07:00.000Z,en
1.34578E+18,@HOMEWlTHLOU94 @L0UISMOON don’t say tesco’s elisa will get confused 😭,2021-01-03T17:06:49.000Z,en
1.34578E+18,@vivjones10 @BrugesGroup Tesco and other supermarkets have pharmarcies as does Boots do they have the expertise.,2021-01-03T17:06:38.000Z,en
1.34578E+18,"@not_compston Hi Martin, I'm so sorry about this. Could you please send us a DM with the full name, address including postcode and the email address on your https://t.co/87cFm6MsbH account? Thanks, Estelle",2021-01-03T17:06:33.000Z,en
1.34578E+18,"@4EvaEUropean No shortages whatsoever in my Sainsbury's, Tesco, or CoOp in London. Local Lidl overflowing as well.",2021-01-03T17:06:27.000Z,en
1.34578E+18,"@4EvaEUropean Funny how the directors of Tesco’s , Sainsbury’s, Asda and the other main stores have all said that as we got a deal there shouldn’t be any shortages except maybe with some fresh produce to start with . All there shelves are fully stocked.",2021-01-03T17:06:25.000Z,en
1.34578E+18,@MatthewdAncona The ‘World Food’ aisle in my local Tesco has absolutely rammed with people celebrating our new-found ability to trade with countries outside of the EU.,2021-01-03T17:06:19.000Z,en
1.34578E+18,"@TJRobbo42 @gavlaaar87 @JosephLock18 @UKCovid19Stats I've been working the entire time and I loathe doing it from home and I have nothing but compassion for my friends who have can't do anything but watch their businesses be crushed by something that mostly isn't their fault, and work in sectors safer than going to Tesco",2021-01-03T17:05:51.000Z,en
1.34578E+18,@janestevenson68 @Tesco Jenny has to wear a mask in sainsburys on her night shift and da shop is closed 👍,2021-01-03T17:05:49.000Z,en
1.34578E+18,eva i can’t believe you’re followed by tesco that’s iconic,2021-01-03T17:05:44.000Z,en
1.34578E+18,"@MrJRan @SpirosPolitisUK @sturdyAlex Just compared https://t.co/9q0AKeyMQU and https://t.co/wLlPmv01sD and can confirm.  Can confirm that your tweet is #fakenews. I checked a basket of 20 items, including French Brie, rice, fruit and tinned products in every case, each product was cheaper in the UK. #brexit",2021-01-03T17:05:33.000Z,en
1.34578E+18,@mrnickharvey I once met a bloke in the fruit and veg aisle in Tesco and we were both humming the @CBeebiesHQ Swashbuckle theme tune to ourselves. Neither of us had our children with us... 🤷🏻‍♀️🤣,2021-01-03T17:05:15.000Z,en
1.34578E+18,"Weird, our Tesco delivery had everything we wanted except Nurophen. I suspect the great New Year Hangover shortage. https://t.co/3MOEMKzj11",2021-01-03T17:05:11.000Z,en
1.34578E+18,"@Nigel_Farage You had a wank in Tesco express again, didn’t you, you sick fuck.",2021-01-03T17:05:03.000Z,en
1.34578E+18,".@Morrisons Not only is this introduced when people are struggling, it's 10x a Co-op bag cost, 3.33x M&amp;S, 2.5x Tesco/Sains. It also discriminates against some disabled people and encourages people to drive rather than walk to the shop.

@davidpotts 
@rukisayid
@DanielJonesSun",2021-01-03T17:04:57.000Z,en
1.34578E+18,"@Dan__9000 @JennieBujold @OwenJones84 Didn't seem to bother the government when breweries and pubs had to literally pour their stock down the drain, with literally no notice at all. If thousands of small businesses have had to do it I'm sure Tesco and Sainsbury's can manage.",2021-01-03T17:04:52.000Z,en
1.34578E+18,@nunullna Tapi pi mana2 tesco masih sedap,2021-01-03T17:04:46.000Z,in
1.34578E+18,@GemmellRobin @hail2thetealeaf Taking a pulk along to Tesco to get the messages? 😂,2021-01-03T17:04:38.000Z,en
1.34578E+18,@Tesco I can't - you shut the store in Kirkcaldy.,2021-01-03T17:04:38.000Z,en
1.34578E+18,"@LJHblurbsmith @Tesco I've been using it since March. To be fair they are excellent BUT £4? 
U TURN required or they will get a very bad press",2021-01-03T17:04:34.000Z,en
1.34578E+18,@I_am_Tesco Tesco ball!,2021-01-03T17:04:26.000Z,en
1.34578E+18,"@melch1973 It's a bastard lovely drop!! Get it from Tesco, 6.5%!!",2021-01-03T17:04:12.000Z,en
1.34578E+18,@Tesco Id have to say understaffing at the CFC if its picked here or late routes from other areas? Was turned away originally at 3 (my pickup time) and been waiting here again since 4. More personal shoppers needed here maybe? Appreciate the response,2021-01-03T17:03:47.000Z,en
1.34578E+18,@Tesco As for the baguettes there were a couple of sourdough ones but that was the same in all the stores. Including Chichester.,2021-01-03T17:03:40.000Z,en
1.34578E+18,"@RLong_Bailey @GavinWilliamson Be honest everyone. How many people make sure their child(ren) wear a face mask when out shopping. Today in ASDA, Sainsburys and Tesco not one child of primary school age was wearing one. Now try and tell that child to wear a face mask in school. I guess its the schools problem.",2021-01-03T17:03:15.000Z,en
1.34578E+18,@Tesco The chilli smoked fillets in packets not on the counter. None in Havant and none in fratton. But I’m asking as it’s the same story in the co op too. Wondering if there is a salmon shortage,2021-01-03T17:02:54.000Z,en
1.34578E+18,@PhilMyers53 @Tesco Have they? That’s a bit sneaky.,2021-01-03T17:02:50.000Z,en
1.34578E+18,"@GretaThunberg Happy Birthday Sweetie
Take it you’ll be skipping the cake and trying these delicacies. Think Tesco’s do them. Every little elps
https://t.co/aCGLU98DMo",2021-01-03T17:02:45.000Z,en
1.34578E+18,Halo Top UK – Review – Low Calorie Ice Cream – Tesco https://t.co/M69uUyAQfX,2021-01-03T17:02:28.000Z,en
1.34578E+18,Yes yes!!! Tesco mergong🥺 https://t.co/xpj9r318R5,2021-01-03T17:02:25.000Z,en
1.34578E+18,@Colmogorman They’re outdoors. Would you rather they were inside Tesco pickimg items off shelves next to you? Christ almighty people have become consumed with fear and mentally insane.,2021-01-03T17:02:17.000Z,en
1.34578E+18,@BarbMelville https://t.co/4hzeRwUu8T,2021-01-03T17:02:17.000Z,und
1.34578E+18,@Tesco You too! I feel much better about Tesco’s now. X,2021-01-03T17:02:08.000Z,en
1.34578E+18,Absolutely appalled in the number of @Tesco #BarHill staff wearing #facemasks under their mouths &amp; noses!  How are we going to get out of this horrendous situation if people don’t abide by the rules!! Sort it out Tesco!!,2021-01-03T17:02:01.000Z,en
1.34578E+18,I went to @Tesco ~4am just before Christmas and I was surprised to see the night staff restocking shelves with no masks. The shop was very stuffy with no ventilation. I got out of there as soon as I could. https://t.co/OSd3PLhAMb,2021-01-03T17:01:52.000Z,en
1.34578E+18,Food court tesco!! https://t.co/hStMfX5Sui,2021-01-03T17:01:44.000Z,en
1.34578E+18,"@Tesco 
Why have you significantly increased your Click and Collect charge? Doubled? Trebled? 
In the middle of a pandemic?
When your results are record breaking?

Are you capitalising on a captive audience

Not a good look!",2021-01-03T17:01:44.000Z,en
1.34578E+18,Excellent just like Lidl. Good to see the people and business filling the gap of government failure. https://t.co/Z7Fy343orW,2021-01-03T17:01:27.000Z,en
1.34578E+18,"@Scottishsmoggy I got a pack of frozen cinnamon whirls from Tesco but, without doing any proper kneading etc, I might be able to fashion something edible from rolled pastry and make my own cinnamon filling/topping.",2021-01-03T17:01:17.000Z,en
1.34578E+18,This is true. I went to Tesco today and literally all I heard was tearful gratitude about our emancipation from the tyrannous grip of the ECJ. It was the talk of the stir fry section. https://t.co/Nxf06fbGZa,2021-01-03T17:01:08.000Z,en
1.34578E+18,Yes....I’m such a child....sorry Tesco’s https://t.co/TjbUdqYPmp,2021-01-03T17:00:59.000Z,en
1.34578E+18,"@Sillyshib And, I notice, #shrinkflation is back again, and on stilts. (The only way to go, since several supermarkets, including Tesco, promised customers would not see price rises post Brexit.)",2021-01-03T17:00:58.000Z,en
1.34578E+18,"@RockchickNellie Hi Nelly, thanks for getting in touch. I do apologise for that, the tesco F&amp;F website tends to serve the purpose of a look book of some of the pieces in the F&amp;F range. A more comprehensive selection however can be searched and filtered at: https://t.co/w2I7KokC17. Thanks, Isam",2021-01-03T17:00:53.000Z,en
1.34578E+18,@KingofShirgar First person to antagonize me in Tesco is getting called a 'mewling cum-sock',2021-01-03T17:00:34.000Z,en
1.34578E+18,Great service here from @Tesco. The supermarket and their staff have been super helpful during this awful time. Thank  you 🙏 https://t.co/2vGH9336rA,2021-01-03T17:00:28.000Z,en
1.34578E+18,"@philtriggs68 Hilarious. I went to M&amp;S and Tesco today and the shelves were as we know they would be, full to the brim. 
There is no issue.",2021-01-03T17:00:23.000Z,en
1.34578E+18,"No! Aldi, better priced and certainly better quality.

I used to shop at Tesco and Sainsburys - But now saving at least £30  per week! https://t.co/cQ9B0vVLzk",2021-01-03T17:00:15.000Z,en
1.34578E+18,"@lyntonvilla Well, put it this way - they weren't dancing the conga outside the B Hill Tesco this morning",2021-01-03T17:00:06.000Z,en
1.34578E+18,And food court tesco SAHAJA yang sedap 🤟🏻 https://t.co/F5MZukOvSn,2021-01-03T16:59:51.000Z,in
1.34578E+18,@SummoTCB Get these bigger bottles in Tesco’s St Stephens,2021-01-03T16:59:30.000Z,en
1.34578E+18,"@Sillyshib @JaneRackham2 I went past a Tesco RDC today, very quiet. Very few trucks near the big DPD depots either. However, it's a weekend after a slack week. Next week will be more telling.",2021-01-03T16:59:23.000Z,en
1.34578E+18,"@PAULDANIELS9 @Tesco @Margaretb2107 ‘uncruel killing of animals’ is a oxymoron. I am also a meat eater, but I too would much prefer the animal be treated with respect before it’s killing for my food and during its death, which would suggest Halal is somewhat preferable and more humane.",2021-01-03T16:59:14.000Z,en
1.34578E+18,@Nigel_Farage Curious... Do Tesco have branches on secure wards?,2021-01-03T16:59:10.000Z,en
1.34578E+18,tak lawak tau tetiba teringin keropok lekor sira dekat depan tesco kuala Selangor tu.. hm 😢,2021-01-03T16:59:08.000Z,in
1.34578E+18,@4EvaEUropean Yeah right ..... full shelves at 3pm Tesco Blandford. Next ....,2021-01-03T16:58:53.000Z,en
1.34578E+18,@Tesco any store?,2021-01-03T16:58:46.000Z,en
1.34578E+18,"Sooo, you're in Tesco taking photos, and ask the ""Shop Keeper"" #FakeNews.... https://t.co/kvCYOsmGUx",2021-01-03T16:58:29.000Z,en
1.34578E+18,"After quite a significant drought, so far, I’ve cried every day this year.

On New Year’s Day, I overheard a 96 year old man saying how much he missed his wife of 71 years, and BOOM, before you can say ‘Clubcard’, I’m balling in Tesco petrol station.

Ye… https://t.co/SZIFf3M4Pk https://t.co/9vZHwEfnwj",2021-01-03T16:58:19.000Z,en
1.34578E+18,"@Siveoc Sainsbury’s 🥰 saw it in Asda too, some Tesco’s do it as well",2021-01-03T16:58:13.000Z,en
